	Citrus Fire	RN17	Hliana	Rocky Hemp	Bialobrzeskie	Colorado Cherry	Stable Fire Cherry 308	CW x Harlequin Tsunami	USO-31 (A)	Cherry Wine (B)	Fibranova	Nebraska Feral x AC/DC	SS Alpha	Cherry Wine (C)	RN-13A (A)	Authentic Hemp	Bama	RN-13A (B)	FL70 S1	Tangerine (A)	Franklin	Kataini	Martha	X-59	Elektra (B)	Cascade OG	Grandi	URCBD 1	URCBD 7	Han-FH-Q	Oregon CBD	Illinois Feral	Sour Space Candy (B)	SC-1 x Logan	Brilliance (herm)	Otto II (B)	Keystone NY Feral	#5	Cherry (A)	Sterling Gold	Wojko	Anka	RN16	Cherry x Wulf	Cherry Wine (D)	Canda	URCBD 5	Ferimon	Rogue	Joey	18AB092701 (WI)	RNF	Sisters F1	Eletta Campana	Lifter (B)	Pewter River	A2R4 x AC/DC	Earlina 8	Yuma	Elektra 1	Cherry Wine x C	Dead Lights	SC-1	Cobbler	CRS-1	R4 x Wife x Hemp	Otto II (A)	Han-Cold	Brilliance	KG9201	Han-FN-H	Pineberry	Carmagnola Selezionata	Special Sauce (B)	Berry Blossom	Oregon Bush	BaOx (C)	Cherry x 5	Si-1	Wild Horse	Tangerine (C)	TJ's CBD S1 (female)	Vermont Sauce	18AB092101 (WI)	Cherry Wine (standard)	Han-NE	AC/DC x Otto II (A)	Bish Feral	Tangerine (B)	Anka x Logan	Cherry (B)	Nebraska Feral	18AB092801 (WI)	Wolf	Berry Blossom (standard)	Carmagnola	Lifter (A)	FL70	TJ's CBD (B)	A2R4	Hawaiian Haze (B)	TJs CBD S1 (male)	Super Cherry F2	Fermion	FL80	RN19	Victoria	18AB092702 (WI)	RNA Auto	Logan 20	Cherry Wine (A)	Fedora 17	18AB101101 (WI)	Cherry 5	Cherry 308	Cherry x BaOx	Cherry Wine (dwarf)	Sour Space Candy (A)	NWG 331	Hass Hemp	Tygra	FL49	XYZ	Puma	Futura 75	CFX-1	Deschutes	Swift	Picolo	Hawaiian Haze (A)	Marten's Kashong	T-2 (B)	Special Sauce (C)	TJ's CBD (A)	Late Sue (B)	Sisters F2	Hlukhivskii-51	Magic Bullet	CBDawg	FL58	Umpqua	AC/DC x Otto II (B)	VT Cherry	Double Cherries (B)	Green Mountain	FL71	18AB100501 (WI)	Box Wine	Cherry x A	Stout	Cherry x 2	BaOx (A)	NWG Elite	Fresh Start	USO-31 (B)	URCBD 4	AC/DC	A2R4 x Nebraska Feral	NY Cherry	Double Cherries (A)	Elektra (A)	Sour Tsunami	FL71 S1	Cherry 307	Berry Blossom (dwarf)	NY Feral 2019	BaOx (B)	Portugal	Georgina	Hlesia	Suver Haze	KG9202	Cascade	T-1 (B)	ABC	T-2 (A)	URCBD 6	Helena	URCBD 3	Han-NW	Cherry (C)	Felina 32	CFX-2	Special Sauce (A)	URCBD 2	Young Slim	T-1 (A)	Late Sue (A)	AC/DC x Otto II (C)	Dell Riley Field
CRS-1	0.3512902	0.32859522	0.2505733	0.32731533	0.2663784	0.31831926	0.33338177	0.3498182	0.25395525	0.3344182	0.30012113	0.3124921	0.32351604	0.33947653	0.3529361	0.35159668	0.3166144	0.35705888	0.3377203	0.35183036	0.33940035	0.2589615	0.27234715	0.27623007	0.35199416	0.35303465	0.24758524	0.35391164	0.2924049	0.31292775	0.33742934	0.24659114	0.34719443	0.29831806	0.3286083	0.35483506	0.28648525	0.28627437	0.34908852	0.3049168	0.2727027	0.28271174	0.33713326	0.3343229	0.3536763	0.25499716	0.27733722	0.2541794	0.33137885	0.26159948	0.28063032	0.3529719	0.3329083	0.30745175	0.35092664	0.32791063	0.30455932	0.25909984	0.31304792	0.346219	0.35265008	0.3483078	0.3327861	0.33308578	0	0.35686052	0.35333583	0.31576273	0.32416293	0.32529217	0.3074315	0.35009685	0.29064962	0.34914616	0.35461763	0.35445607	0.33114684	0.30115113	0.31572768	0.32992116	0.33630452	0.3310184	0.3493198	0.28567284	0.34190044	0.31554115	0.34657493	0.298645	0.33538428	0.26232982	0.30697834	0.31387982	0.29272443	0.30567393	0.33935055	0.28794593	0.34725577	0.33734635	0.33361647	0.29095703	0.35319996	0.29243496	0.33307683	0.2642679	0.33531982	0.33755326	0.27685297	0.27918813	0.34646663	0.28116748	0.349605	0.2523211	0.2766374	0.33656093	0.33846155	0.33223137	0.3410161	0.34732476	0.28175786	0.35940197	0.26778093	0.33858564	0.36065078	0.31923565	0.2607076	0.23620597	0.326656	0.2609999	0.25843996	0.3556683	0.24594457	0.34950408	0.3466048	0.34866318	0.3411905	0.33599687	0.25922215	0.3647297	0.35022822	0.3351606	0.32679138	0.34150973	0.34070727	0.3472609	0.33475885	0.33754355	0.27371925	0.3483399	0.34687877	0.3423913	0.30570725	0.33703533	0.2933831	0.35018405	0.24169782	0.3234582	0.31887907	0.31742918	0.3322258	0.36152267	0.34858438	0.33427134	0.33842617	0.34144536	0.3304255	0.32197574	0.3518404	0.26358172	0.27276176	0.23941396	0.3493652	0.33130157	0.33596507	0.35082796	0.35232934	0.33744043	0.32131612	0.26815662	0.33955568	0.30494964	0.34332082	0.27583253	0.23419353	0.35520694	0.34446782	0.34444726	0.3503327	0.35252437	0.33813655	0.27290666
R4 x Wife x Hemp	0.29378662	0.30860677	0.35759932	0.31901437	0.3612296	0.30974814	0.31006253	0.29635176	0.36143154	0.33321297	0.33635697	0.31909174	0.3161333	0.31301725	0.2967215	0.28900158	0.3108257	0.27428308	0.30374584	0.24436969	0.27739832	0.36355504	0.3436645	0.3543942	0.29952955	0.29339978	0.3618088	0.29700026	0.34836483	0.31069493	0.28380364	0.3536192	0.29114044	0.3369659	0.2952345	0.3105818	0.34343633	0.34354806	0.31087452	0.3291841	0.36194554	0.35506028	0.2543322	0.31319207	0.2999731	0.36072367	0.33634046	0.35722482	0.2903012	0.35287282	0.3437873	0.29291707	0.30199486	0.3301913	0.3070261	0.3226652	0.33691856	0.3753368	0.311573	0.31118062	0.28072017	0.29576796	0.3254884	0.29747728	0.35686052	0	0.30513877	0.31070563	0.30941343	0.30156463	0.32353896	0.30228832	0.3350252	0.2911431	0.29739717	0.27760473	0.30128652	0.3302706	0.31198478	0.33287218	0.24340636	0.29991248	0.27997845	0.3573189	0.27612928	0.31481162	0.3076542	0.35076663	0.24171752	0.35381564	0.3029106	0.33843943	0.35709506	0.33159018	0.26627648	0.3450241	0.2984201	0.30609834	0.29743993	0.31894004	0.28406096	0.32530355	0.29711723	0.3632451	0.30210692	0.2724821	0.34203336	0.34120068	0.2968658	0.3569075	0.31190717	0.3583696	0.34672546	0.27603215	0.2957335	0.3102925	0.29013756	0.30029255	0.3518579	0.28368565	0.35444584	0.30304626	0.25339624	0.30991715	0.3483027	0.36381447	0.29912108	0.37266254	0.3636676	0.29852316	0.36057782	0.24796824	0.3035029	0.29686487	0.26647815	0.30333236	0.36145538	0.31264758	0.2950879	0.30180472	0.30017522	0.300712	0.2947544	0.2762835	0.29796624	0.30109116	0.3430023	0.27966282	0.30578643	0.28698245	0.33491376	0.29323718	0.35842124	0.30292803	0.36210686	0.3212854	0.302067	0.32389104	0.30621842	0.3019368	0.30169564	0.31486955	0.3008549	0.30174357	0.28377676	0.28062755	0.29545453	0.3634954	0.33873808	0.36079386	0.29753783	0.30387104	0.29627848	0.2429172	0.30566752	0.24192128	0.33996925	0.3503134	0.31532502	0.31160197	0.29146236	0.35680836	0.35925245	0.28474256	0.3136725	0.28495014	0.221108	0.26489434	0.29584596	0.3648319
Otto II (A)	0.28261378	0.27906474	0.359253	0.314864	0.35750353	0.31418973	0.2948885	0.29341435	0.36102152	0.30579397	0.33291584	0.29162383	0.31245697	0.26363733	0.255737	0.28776225	0.3068043	0.26449838	0.2903534	0.31023067	0.27222466	0.36114103	0.3407653	0.354163	0.2602255	0.2774269	0.3582497	0.2806472	0.34660986	0.3070941	0.29992718	0.35016155	0.28207666	0.33511692	0.2900478	0.2132821	0.3428788	0.34722468	0.31213656	0.32816255	0.3559832	0.35177046	0.28950164	0.3064819	0.30117467	0.35699585	0.33460015	0.36435506	0.2899001	0.35624146	0.3406602	0.23486456	0.2600884	0.32563165	0.2837926	0.3192219	0.34566793	0.36765856	0.30823195	0.2755122	0.2385486	0.28569314	0.32025665	0.2672749	0.35333583	0.30513877	0	0.30771935	0.2616834	0.3002716	0.32476965	0.2770032	0.33581862	0.26532516	0.288242	0.27051803	0.3150652	0.32989815	0.30478406	0.34414878	0.3088672	0.30335683	0.25750735	0.35005754	0.28639412	0.3126596	0.22808732	0.35010555	0.3073095	0.3522014	0.329787	0.35007888	0.35513625	0.33695504	0.29972473	0.33883244	0.27196595	0.2903595	0.30333385	0.3318489	0.26234913	0.3280982	0.23573099	0.36057135	0.30483943	0.27166805	0.34394792	0.3404454	0.2836656	0.3534024	0.2593554	0.3611889	0.3417334	0.27038416	0.26800686	0.2696343	0.2765062	0.28867343	0.34216073	0.272752	0.3483333	0.2970727	0.31538987	0.3051416	0.3473342	0.35877615	0.29682902	0.36811352	0.35719535	0.28827807	0.3640845	0.3092846	0.27251202	0.30616274	0.2791204	0.28030598	0.36467576	0.29790315	0.26847503	0.28670266	0.30060866	0.2579323	0.31333238	0.25806132	0.31025824	0.29883447	0.3427554	0.28119242	0.28517172	0.27304813	0.32184666	0.28038123	0.34992206	0.2672029	0.36093792	0.310181	0.2663584	0.33613053	0.27183536	0.2700396	0.26689613	0.28628293	0.29322106	0.26970676	0.2877435	0.30481145	0.2908044	0.36249426	0.33503613	0.35446048	0.26920962	0.25540322	0.25120664	0.3092554	0.27130446	0.30504212	0.31485954	0.35364038	0.2911668	0.3078431	0.23121653	0.35699865	0.3547446	0.26528153	0.28931645	0.24813226	0.30410475	0.28002065	0.2548325	0.3551903
Han-Cold	0.3087673	0.3024503	0.31525916	0.27708274	0.33368585	0.3019026	0.30752364	0.31153294	0.32054356	0.32154012	0.3100519	0.3009257	0.27763665	0.31539798	0.31932643	0.30975598	0.23988466	0.3112366	0.30401865	0.31352168	0.29665613	0.33693135	0.30562618	0.32398525	0.31200728	0.3099238	0.32334325	0.3132031	0.31178755	0.25604618	0.31280646	0.30969363	0.30985156	0.29421392	0.2985014	0.3105625	0.31331035	0.3188095	0.32253063	0.2835426	0.33293077	0.32766977	0.2987423	0.3150076	0.3136692	0.31905535	0.29458082	0.32038173	0.29762396	0.32687056	0.30059198	0.31143692	0.29768786	0.3019056	0.3119083	0.2822066	0.30342022	0.3306837	0.23729505	0.31154418	0.30905095	0.3125782	0.2859842	0.31542373	0.31576273	0.31070563	0.30771935	0	0.306137	0.29439637	0.26983455	0.31070074	0.31246296	0.3102424	0.31172746	0.3144912	0.30080327	0.29395238	0.24036469	0.3246154	0.29675576	0.28311878	0.3126991	0.31577766	0.2972171	0.25165296	0.30551603	0.30984816	0.29948354	0.31838998	0.31107983	0.3270665	0.3152923	0.30692795	0.29960275	0.31909287	0.3082947	0.3042242	0.2865845	0.29845092	0.30867928	0.30654433	0.29653215	0.33457407	0.2984726	0.29438442	0.30512536	0.30471626	0.31057328	0.31993765	0.3173713	0.3173476	0.30689284	0.30251312	0.29679248	0.2953595	0.30141783	0.31140587	0.3236622	0.31483877	0.32496697	0.3009264	0.32110068	0.23380959	0.30976483	0.32163316	0.2943995	0.3483776	0.3384359	0.30972654	0.3242354	0.312379	0.30062762	0.30091467	0.2970283	0.30000493	0.3174724	0.31994203	0.30922157	0.29979944	0.29541934	0.3018475	0.3005149	0.32016376	0.31147012	0.30008602	0.30360487	0.3100173	0.31417257	0.2996	0.31104332	0.29691347	0.32473812	0.30814606	0.32462624	0.2694412	0.28736755	0.30630434	0.30161014	0.31413436	0.31482813	0.32089242	0.30163762	0.29870322	0.30024028	0.2898582	0.31313884	0.33732715	0.30131024	0.32042107	0.30924842	0.29497436	0.2906564	0.31368142	0.31548342	0.2992652	0.31180328	0.30896077	0.29185578	0.25875664	0.3119303	0.32799086	0.32461047	0.3072035	0.29250568	0.31402168	0.31319582	0.31194308	0.29616398	0.3311884
Brilliance	0.28877488	0.24116479	0.33266354	0.32435706	0.34045166	0.26876882	0.24529052	0.28259158	0.334574	0.28523457	0.32590348	0.30222967	0.31810972	0.25871077	0.26761335	0.29065928	0.30179486	0.32199517	0.23976898	0.3108201	0.26889455	0.34660688	0.31954557	0.34221742	0.2746389	0.2889804	0.3340165	0.25547183	0.34039074	0.29854283	0.30511633	0.32908627	0.2925371	0.32108217	0.24400455	0.30069637	0.31594154	0.3396839	0.27335566	0.31895646	0.3437771	0.3386407	0.28447828	0.29352567	0.2679249	0.32596916	0.3091209	0.3370109	0.26000768	0.34214857	0.31559637	0.29542974	0.26022825	0.31917837	0.29071814	0.32561788	0.3268054	0.3404421	0.3047446	0.27997974	0.27917194	0.2741916	0.33007812	0.29003274	0.32416293	0.30941343	0.2616834	0.306137	0	0.27796412	0.3120349	0.28832328	0.3221893	0.2834218	0.26595446	0.24900016	0.29066443	0.3255655	0.3022937	0.33955014	0.29415587	0.28549108	0.29342887	0.32994685	0.25676635	0.30685678	0.2794334	0.3303104	0.2932386	0.31983063	0.32597804	0.3427593	0.33333746	0.33302155	0.2622772	0.32603985	0.28077438	0.24616812	0.28490183	0.3119688	0.28313458	0.31291175	0.2432102	0.34893703	0.25423792	0.26146722	0.31709543	0.32174388	0.3012095	0.32713708	0.25021526	0.33816406	0.32019877	0.23535487	0.23585127	0.2897698	0.25207138	0.2978487	0.33665898	0.2832462	0.33554676	0.25019357	0.3215562	0.3021033	0.31244892	0.33048025	0.2827561	0.35333592	0.34709546	0.28152102	0.33264598	0.3102018	0.29048726	0.30098563	0.27965623	0.27852088	0.32813397	0.2984747	0.29055485	0.25332853	0.28471333	0.25633466	0.31052163	0.23898914	0.3243747	0.24965739	0.31591547	0.2896442	0.25380316	0.26790679	0.31807524	0.29412854	0.3433174	0.27130207	0.32965505	0.29529002	0.2859047	0.3129968	0.25259134	0.26509207	0.26454982	0.26356167	0.24269179	0.24538477	0.2626616	0.30086672	0.30403388	0.34764996	0.3141293	0.32944432	0.28042725	0.26686212	0.2517514	0.3106539	0.26416042	0.2966801	0.3067578	0.32577142	0.28827748	0.30152813	0.28641084	0.34330985	0.32541558	0.3031956	0.2972389	0.26040062	0.3142297	0.29443228	0.26615795	0.3420252
KG9201	0.28697464	0.2743699	0.33284676	0.31448758	0.34105268	0.28430972	0.2841269	0.2834667	0.3379189	0.29655778	0.31760556	0.30951527	0.30419162	0.2818263	0.30338904	0.26935995	0.2912114	0.3298537	0.27101007	0.27888593	0.31374532	0.347576	0.3081026	0.34510192	0.2602222	0.28070304	0.33173484	0.28675622	0.33769056	0.29274452	0.28292552	0.32735017	0.276616	0.30885613	0.30625603	0.31475344	0.3086142	0.33283865	0.3052711	0.305842	0.33846784	0.33789214	0.27202186	0.27284428	0.29523414	0.32732037	0.30845654	0.33775097	0.16417675	0.3390209	0.30522275	0.30011493	0.29163036	0.3125894	0.2815867	0.31189454	0.31210065	0.3425474	0.29061657	0.26264456	0.29650328	0.2711965	0.31680396	0.26067403	0.32529217	0.30156463	0.3002716	0.29439637	0.27796412	0	0.30556786	0.25776604	0.31056634	0.26751152	0.29339102	0.30634013	0.29519024	0.32119998	0.28744465	0.32924077	0.26276496	0.2643881	0.30931765	0.32109183	0.27908868	0.29240558	0.30815694	0.31915575	0.2618156	0.31632078	0.3090237	0.33082077	0.31746316	0.32433817	0.26774737	0.3174448	0.25342628	0.26689017	0.25723183	0.291623	0.25865158	0.28595248	0.28915146	0.34631482	0.26578334	0.29690245	0.3124619	0.30755892	0.25490785	0.32248878	0.2960932	0.3375105	0.31122026	0.27485484	0.26276305	0.29247102	0.26906496	0.26084676	0.33724603	0.31045392	0.3343598	0.26389462	0.2857912	0.2919058	0.31516019	0.33103412	0.16926093	0.3542429	0.345168	0.2690025	0.3342484	0.28780887	0.27367344	0.27220377	0.31851137	0.30086908	0.33080593	0.30198914	0.2839709	0.2687102	0.157121	0.2725844	0.28173628	0.3026137	0.30655855	0.26651925	0.3073276	0.30416054	0.2930266	0.29542792	0.31142557	0.29878718	0.3451239	0.26082107	0.33490577	0.285727	0.30096376	0.3114358	0.29238978	0.30183005	0.26412946	0.3061073	0.26670918	0.2596292	0.28969935	0.27600336	0.32213542	0.35077065	0.3031502	0.32703924	0.26566228	0.24783722	0.2609636	0.27934623	0.27973473	0.2559237	0.30713704	0.33109078	0.2860003	0.29122415	0.3157549	0.34409627	0.32356086	0.32855928	0.30326283	0.30541173	0.26993728	0.3314213	0.28835118	0.3462206
Han-FN-H	0.32576331	0.31122762	0.29369244	0.28642172	0.3175157	0.31047016	0.3177607	0.325931	0.2953847	0.33390963	0.30646494	0.310952	0.28225133	0.32576388	0.33264017	0.32218423	0.27464437	0.32246667	0.31230268	0.32894972	0.31055096	0.31907424	0.3061165	0.30630198	0.32950893	0.3205838	0.30110905	0.33337805	0.30863518	0.26549453	0.32490787	0.30287385	0.3264285	0.29770434	0.30131286	0.3262366	0.31192884	0.30761176	0.3366505	0.29030767	0.32066506	0.3171213	0.30907848	0.31940064	0.33074102	0.3021054	0.28024247	0.29952058	0.310171	0.31249088	0.29783943	0.3238613	0.30995363	0.3024708	0.3252768	0.29130945	0.3058501	0.31043455	0.27331597	0.33018076	0.32475057	0.32821298	0.29376552	0.32386595	0.3074315	0.32353896	0.32476965	0.26983455	0.3120349	0.30556786	0	0.3288977	0.32033956	0.32736975	0.3310682	0.3284669	0.3130075	0.29978982	0.2740509	0.33367467	0.31287894	0.30370918	0.32729664	0.3135307	0.31392825	0.26200566	0.31939784	0.30994385	0.31243038	0.3047609	0.32114616	0.32564053	0.31510115	0.30921745	0.31459424	0.3165495	0.3261233	0.3134895	0.30628225	0.3061592	0.32585514	0.30293378	0.31038946	0.31969985	0.3111658	0.31174436	0.30066502	0.30304903	0.3276165	0.31079915	0.3293759	0.30276537	0.3068588	0.31711286	0.3139416	0.30514598	0.31428644	0.32883817	0.31567052	0.32488033	0.3151926	0.3094115	0.3373755	0.26660472	0.3056232	0.30196348	0.3069607	0.32698643	0.31601012	0.3239873	0.29889074	0.3256681	0.31170687	0.3214657	0.30937016	0.30897373	0.29451275	0.33375165	0.322491	0.31157753	0.30824825	0.31870455	0.31541768	0.33359945	0.3172585	0.31064624	0.30204138	0.32618535	0.32762146	0.3101653	0.31118512	0.3068968	0.32137948	0.32431096	0.3037696	0.2833657	0.29954422	0.3133214	0.31303754	0.33206177	0.3305598	0.32135338	0.31144056	0.31761682	0.3176054	0.30120572	0.32417637	0.31476724	0.30207992	0.3027538	0.32598063	0.31414008	0.3060376	0.32746524	0.32961088	0.31002197	0.310694	0.30296192	0.30561066	0.2662771	0.3278995	0.31346804	0.30497402	0.31803542	0.30435824	0.3261105	0.3239381	0.3258068	0.30549037	0.31940204
Pineberry	0.28442723	0.27180284	0.358404	0.31706986	0.3544027	0.27995217	0.27880758	0.24280854	0.35940972	0.28864956	0.32716534	0.32535797	0.31149134	0.26498687	0.27383837	0.26308233	0.30922323	0.31657773	0.25879872	0.27966848	0.32468438	0.36015743	0.32827163	0.35524058	0.21351655	0.25529066	0.3581774	0.25259528	0.34463844	0.3077333	0.28928283	0.35433376	0.24642487	0.329374	0.29186812	0.2976814	0.32701743	0.34289098	0.2918386	0.32461837	0.35138455	0.34548742	0.27292204	0.2532475	0.2692262	0.3541736	0.3276379	0.35998982	0.2640785	0.3515838	0.32854193	0.27515548	0.28881267	0.32020774	0.23797539	0.32144174	0.33977208	0.3678582	0.30901414	0.2315615	0.24752858	0.23430212	0.32311177	0.25467455	0.35009685	0.30228832	0.2770032	0.31070074	0.28832328	0.25776604	0.3288977	0	0.323958	0.2258236	0.26214784	0.26333162	0.29419675	0.3298267	0.3085917	0.3172838	0.27984685	0.27972472	0.2682424	0.34214333	0.26783285	0.31377703	0.29839724	0.3385334	0.2791412	0.34355903	0.31483608	0.3399319	0.34299952	0.32356724	0.27372068	0.33211857	0.23736991	0.25243998	0.26134047	0.31445098	0.20374747	0.31012365	0.27169946	0.3551951	0.25998747	0.25731182	0.33090124	0.3328456	0.22762044	0.34328085	0.25627616	0.36032572	0.33287326	0.25634223	0.2708975	0.27657735	0.26581264	0.22114821	0.34409598	0.29037023	0.34586483	0.2523553	0.29392102	0.31112573	0.34399498	0.3544601	0.26278278	0.36564985	0.35654613	0.23906161	0.36016852	0.27745795	0.28814653	0.25883183	0.32796177	0.26473704	0.35872775	0.2965369	0.26097432	0.23946457	0.26829156	0.27296132	0.28057882	0.27538309	0.3053059	0.25669625	0.33356774	0.29096678	0.2599318	0.2913844	0.32758054	0.30013424	0.3488695	0.24157123	0.35725617	0.30916506	0.3122285	0.3301229	0.27407613	0.275663	0.2154619	0.2698927	0.25856814	0.24793948	0.27583554	0.2970782	0.31923997	0.359078	0.32699606	0.3511411	0.23468727	0.24020885	0.26688212	0.28010604	0.23875321	0.28304234	0.29994145	0.34702364	0.2680951	0.31211427	0.30690992	0.35069892	0.351872	0.31441563	0.2708381	0.30695334	0.28758124	0.32877094	0.29687098	0.35428685
Carmagnola Selezionata	0.33037153	0.3247026	0.29811433	0.31856877	0.29492325	0.3100402	0.3296051	0.32413086	0.29768834	0.30409828	0.27525935	0.32151154	0.31421542	0.31662995	0.33215266	0.3283138	0.3143707	0.34285673	0.32651314	0.33105195	0.3442405	0.2991024	0.26354295	0.30627224	0.32422438	0.3298123	0.2977741	0.3250097	0.3142123	0.3127179	0.32583272	0.28618646	0.32517081	0.2969205	0.32949984	0.3391972	0.2733739	0.30153528	0.32908612	0.30778855	0.29271436	0.28716904	0.32576907	0.3196414	0.32841522	0.29314092	0.28257963	0.29774	0.32531676	0.29213265	0.2683112	0.3270406	0.3323321	0.26438737	0.32691026	0.32304564	0.31101006	0.30415738	0.3138508	0.31825	0.33434275	0.31630453	0.32670477	0.32089835	0.29064962	0.3350252	0.33581862	0.31246296	0.3221893	0.31056634	0.32033956	0.323958	0	0.32804486	0.33204803	0.3370527	0.324722	0.30346197	0.31227544	0.30688062	0.3306813	0.32094383	0.33067712	0.28442606	0.33023858	0.3166868	0.32855046	0.2896993	0.3298221	0.2777003	0.29301488	0.2967112	0.28833085	0.28249308	0.33047804	0.24838021	0.32334766	0.32166296	0.3197715	0.28877026	0.3288535	0.30992106	0.33182314	0.2946454	0.3180893	0.33665645	0.2594038	0.27275038	0.3238536	0.27433422	0.323639	0.2986098	0.2692028	0.32819194	0.3330807	0.32486245	0.33540082	0.32206786	0.2846897	0.3392956	0.2851763	0.3228568	0.3373831	0.3182384	0.27076983	0.2896945	0.31444553	0.3047356	0.29453945	0.33433637	0.29768097	0.32877466	0.32273477	0.32188323	0.34418258	0.3302103	0.29337707	0.3418741	0.32735738	0.31932035	0.31280482	0.33496472	0.31841952	0.33678508	0.32449108	0.32235095	0.26907948	0.33157992	0.3210092	0.34102938	0.30853212	0.3320232	0.29785714	0.31848228	0.29540724	0.3252818	0.3278281	0.31979308	0.3297938	0.33594587	0.32652175	0.31302756	0.32777637	0.31800961	0.3322373	0.3165892	0.3320016	0.30113563	0.26282525	0.28999168	0.32726648	0.3216612	0.33128086	0.32979718	0.3223526	0.33196166	0.30248562	0.27957076	0.3161294	0.3107836	0.33239216	0.29034063	0.28774315	0.34518188	0.32110837	0.32829118	0.33008918	0.34121323	0.33738995	0.2877345
Special Sauce (B)	0.2894895	0.2564149	0.3611665	0.3177884	0.3585849	0.26754937	0.28176335	0.26967618	0.3609182	0.29717392	0.3254608	0.32377142	0.31153268	0.26525697	0.27645293	0.24602681	0.31038544	0.31588188	0.22925155	0.2882381	0.32265025	0.36301106	0.33406225	0.35637426	0.23049532	0.24827945	0.36189288	0.2538141	0.3458958	0.31027877	0.2615847	0.35449642	0.23370133	0.33182853	0.28911898	0.2916847	0.3369056	0.34571055	0.28259802	0.32630908	0.3539279	0.34964585	0.2790416	0.26905933	0.23898081	0.3556776	0.3284376	0.36382172	0.2519257	0.35671154	0.33183923	0.25821665	0.26450983	0.32261318	0.24842547	0.31695333	0.3422975	0.36853388	0.3096867	0.23110852	0.2502852	0.25447315	0.31898913	0.25166467	0.34914616	0.2911431	0.26532516	0.3102424	0.2834218	0.26751152	0.32736975	0.2258236	0.32804486	0	0.25131527	0.2803122	0.30197433	0.3309503	0.30708158	0.3356148	0.2886047	0.2890065	0.2666464	0.3466081	0.26535276	0.3114811	0.295907	0.3436762	0.28672522	0.34886327	0.31643945	0.3394951	0.3461462	0.33192116	0.2627311	0.33239856	0.21479979	0.23279075	0.2832383	0.32087103	0.21657899	0.3168199	0.2555786	0.35954714	0.24806973	0.26646355	0.33676752	0.3351185	0.22581178	0.34835032	0.25101256	0.35845044	0.33980477	0.23046838	0.26121077	0.29633528	0.25750968	0.23463261	0.3450322	0.29176205	0.35131228	0.23981827	0.29463965	0.31216133	0.34370783	0.3581468	0.27937236	0.36884385	0.35881215	0.23998071	0.36351871	0.28735074	0.2723671	0.28264013	0.3248804	0.2819275	0.36308286	0.30204073	0.23863722	0.23533797	0.27692512	0.2675822	0.2856272	0.24612203	0.30605704	0.23079024	0.3361759	0.2813579	0.24852781	0.29002482	0.33776066	0.3083358	0.3495438	0.26132467	0.35875818	0.30146822	0.30794933	0.34298685	0.2808417	0.27274293	0.21678795	0.2595742	0.22430706	0.22877769	0.2408007	0.2942076	0.30655557	0.36157975	0.3303807	0.35459507	0.22098184	0.22866465	0.25753996	0.28915676	0.23302053	0.2806157	0.29461905	0.347452	0.2690556	0.31123573	0.29139358	0.35465738	0.35444367	0.3082762	0.27177975	0.30613902	0.28047037	0.32322493	0.29111862	0.35560355
